0.000000	40.647000
0.005081	10.996000
0.010162	0.000000
0.015244	52.727000
0.020325	53.972000
0.025406	54.214000
0.030487	54.332000
0.035569	54.337000
0.040650	55.662000
0.045731	56.166000
0.050812	56.155000
0.055893	56.129000
0.060975	56.102000
0.066056	56.068000
0.071137	56.058000
0.076218	56.070000
0.081300	56.088000
0.086381	56.122000
0.091462	56.128000
0.096543	56.144000
0.101625	56.151000
0.106706	56.140000
0.111787	56.166000
0.116868	55.895000
0.121949	55.600000
0.127031	55.452000
0.132112	55.358000
0.137193	55.314000
0.142274	54.357000
0.147356	53.238000
0.152437	52.901000
0.157518	52.823000
0.162599	52.808000
0.167680	52.800000
0.172762	52.795000
0.177843	52.795000
0.182924	52.801000
0.188005	52.799000
0.193087	52.791000
0.198168	52.795000
0.203249	52.789000
0.208330	52.788000
0.213411	52.785000
0.218493	52.781000
0.223574	52.780000
0.228655	52.774000
0.233736	52.776000
0.238818	52.770000
0.243899	52.763000
0.248980	52.759000
0.254061	52.749000
0.259143	52.744000
0.264224	52.736000
0.269305	52.736000
0.274386	52.735000
0.279467	52.738000
0.284549	52.735000
0.289630	52.736000
0.294711	52.730000
0.299792	52.726000
0.304874	52.717000
0.309955	52.709000
0.315036	52.720000
0.320117	52.713000
0.325198	52.708000
0.330280	52.701000
0.335361	52.703000
0.340442	52.696000
0.345523	52.700000
0.350605	52.695000
0.355686	52.691000
0.360767	52.695000
0.365848	52.695000
0.370930	52.694000
0.376011	52.688000
0.381092	52.683000
0.386173	52.689000
0.391254	52.689000
0.396336	52.685000
0.401417	52.685000
0.406498	52.685000
0.411579	52.678000
0.416661	52.681000
0.421742	52.673000
0.426823	52.678000
0.431904	52.677000
0.436985	52.676000
0.442067	52.677000
0.447148	52.675000
0.452229	52.673000
0.457310	52.674000
0.462392	52.676000
0.467473	52.667000
0.472554	52.663000
0.477635	52.666000
0.482716	52.669000
0.487798	52.673000
0.492879	52.672000
0.497960	52.665000
0.503041	52.669000
0.508123	52.660000
0.513204	52.664000
0.518285	52.662000
0.523366	52.652000
0.528448	52.654000
0.533529	52.654000
0.538610	52.648000
0.543691	52.647000
0.548772	52.648000
0.553854	52.648000
0.558935	52.653000
0.564016	52.644000
0.569097	52.645000
0.574179	52.649000
0.579260	52.644000
0.584341	52.630000
0.589422	52.629000
0.594503	52.629000
0.599585	52.623000
0.604666	52.622000
0.609747	52.628000
0.614828	52.616000
0.619910	52.617000
0.624991	52.623000
0.630072	52.615000
0.635153	52.622000
0.640234	52.619000
0.645316	52.618000
0.650397	52.621000
0.655478	52.614000
0.660559	52.617000
0.665641	52.608000
0.670722	52.605000
0.675803	52.606000
0.680884	52.601000
0.685966	52.609000
0.691047	52.605000
0.696128	52.600000
0.701209	52.598000
0.706290	52.598000
0.711372	52.600000
0.716453	52.599000
0.721534	52.592000
0.726615	52.592000
0.731697	52.597000
0.736778	52.591000
0.741859	52.585000
0.746940	52.583000
0.752021	52.581000
0.757103	52.576000
0.762184	52.578000
0.767265	52.578000
0.772346	52.577000
0.777428	52.573000
0.782509	52.569000
0.787590	52.570000
0.792671	52.565000
0.797752	52.564000
0.802834	52.564000
0.807915	52.561000
0.812996	52.565000
0.818077	52.559000
0.823159	52.554000
0.828240	52.560000
0.833321	52.561000
0.838402	52.559000
0.843484	52.552000
0.848565	52.555000
0.853646	52.557000
0.858727	52.550000
0.863808	52.555000
0.868890	52.547000
0.873971	52.545000
0.879052	52.540000
0.884133	52.539000
0.889215	52.542000
0.894296	52.539000
0.899377	52.539000
0.904458	52.539000
0.909539	52.538000
0.914621	52.528000
0.919702	52.521000
0.924783	52.520000
0.929864	52.521000
0.934946	52.518000
0.940027	52.523000
0.945108	52.517000
0.950189	52.512000
0.955271	52.504000
0.960352	52.501000
0.965433	52.504000
0.970514	52.501000
0.975595	52.498000
0.980677	52.496000
0.985758	52.498000
0.990839	52.500000
0.995920	52.492000
1.001002	52.489000
1.006083	52.495000
1.011164	52.488000
1.016245	52.488000
1.021326	52.486000
1.026408	52.484000
1.031489	52.486000
1.036570	52.486000
1.041651	52.475000
1.046733	52.475000
1.051814	52.472000
1.056895	52.465000
1.061976	52.468000
1.067057	52.474000
1.072139	52.469000
1.077220	52.461000
1.082301	52.464000
1.087382	52.464000
1.092464	52.463000
1.097545	52.455000
1.102626	52.458000
1.107707	52.460000
1.112789	52.462000
1.117870	52.460000
1.122951	52.459000
1.128032	52.452000
1.133113	52.446000
1.138195	52.442000
1.143276	52.449000
1.148357	52.445000
1.153438	52.445000
1.158520	52.441000
1.163601	52.445000
1.168682	52.442000
1.173763	52.446000
1.178844	52.440000
1.183926	52.445000
1.189007	52.436000
1.194088	52.429000
1.199169	52.430000
1.204251	52.426000
1.209332	52.423000
1.214413	52.424000
1.219494	52.421000
1.224575	52.420000
1.229657	52.425000
1.234738	52.414000
1.239819	52.421000
1.244900	52.421000
1.249982	52.413000
1.255063	52.412000
1.260144	52.410000
1.265225	52.409000
1.270307	52.411000
1.275388	52.409000
1.280469	52.403000
1.285550	52.399000
1.290631	52.399000
1.295713	52.396000
1.300794	52.395000
1.305875	52.390000
1.310956	52.393000
1.316038	52.383000
